,MH63_germfree2,MH63_germfree3,MH63_microbiota1,MH63_microbiota3,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Product,funrice,,,,
LOC107276804,3.863706272,2.105142724,48.143782,56.04024414,27.53821878,4.115107764,0.848427349,4.850277124,1.23E-06,9.99E-06,UDP-glycosyltransferase 82A1,-,,,,
LOC4347665,95.62673024,90.52113714,288.862692,220.7645981,173.9437894,1.449742232,0.298982393,4.848921761,1.24E-06,1.01E-05,subtilisin-like protease SBT3.6,-,,,,
LOC4342232,60.85337379,56.83885355,168.503237,180.0080569,116.5508803,1.566451064,0.323164668,4.847222538,1.25E-06,1.01E-05,probable WRKY transcription factor 57,OsWRKY29,,,,
LOC4348777,442.3943682,350.5062636,740.4972184,902.5875684,608.9963546,1.051582027,0.217021545,4.845519033,1.26E-06,1.02E-05,putative glycine-rich cell wall structural protein 1,-,,,,
LOC4326605,0,0,61.89914828,31.4165005,23.3289122,7.969925853,1.645612234,4.843137217,1.28E-06,1.03E-05,protein RADIALIS-like 2,-,,,,
LOC4329656,258.8683202,231.5656996,696.9385585,480.5875482,416.9900316,1.261072004,0.26043553,4.842165758,1.28E-06,1.04E-05,ACT domain-containing protein ACR3%2C transcript variant X4,-,,,,
LOC4343212,145.8549118,176.8319888,521.5576383,348.9778839,298.3056057,1.430168051,0.295610806,4.838010056,1.31E-06,1.06E-05,uncharacterized protein At4g14100,-,,,,
LOC4329540,368.983949,284.1942678,684.3294727,651.2555644,497.1908135,1.030446943,0.213023849,4.837237472,1.32E-06,1.06E-05,60S acidic ribosomal protein P2A,-,,,,
LOC107278734,67.61485976,65.25942445,371.3948897,180.0080569,171.0693077,2.04949904,0.423717116,4.836951269,1.32E-06,1.06E-05,transcription factor MYB61,-,,,,
LOC107276056,45.3985487,58.94399627,277.3998868,153.6861241,133.8571389,2.044678723,0.423505583,4.82798528,1.38E-06,1.11E-05,probable WRKY transcription factor 70%2C transcript variant X1,-,,,,
LOC4332528,184.4919745,182.0948456,363.370926,409.2636011,284.8053368,1.077009242,0.223091733,4.82765197,1.38E-06,1.11E-05,probable inactive receptor-like protein kinase At3g56050,-,,,,
LOC4346833,0,0,33.24213519,55.19114953,22.10832118,7.901246181,1.636926182,4.82687996,1.39E-06,1.11E-05,probable LRR receptor-like serine/threonine-protein kinase At1g51810,OsSIRK1,,,,
LOC107278600,170.003076,125.2559921,357.6395234,354.9215462,251.9550344,1.269141732,0.262964588,4.82628381,1.39E-06,1.11E-05,probable long-chain-alcohol O-fatty-acyltransferase 5,-,,,,
LOC107276656,35.73928302,51.57599674,171.9420786,144.3460834,100.9008604,1.858315731,0.385431847,4.821386045,1.43E-06,1.14E-05,PTI1-like tyrosine-protein kinase At3g15890%2C transcript variant X2,-,,,,
LOC4347423,1810.146389,1883.050167,3245.120163,5948.756825,3221.768386,1.316206725,0.273024203,4.820842663,1.43E-06,1.14E-05,zinc finger A20 and AN1 domain-containing stress-associated protein 1,OSISAP1,,,,
LOC4336539,159.3778837,165.2537038,371.3948897,964.5714748,415.149488,2.042782585,0.423741318,4.820824634,1.43E-06,1.14E-05,probable receptor-like protein kinase At1g33260,STRK1,,,,
LOC4338455,73.41041917,46.31313993,186.8437254,219.9155035,131.620697,1.762583085,0.365782529,4.818663941,1.45E-06,1.15E-05,uncharacterized LOC4338455,-,,,,
LOC4335381,213.4697715,244.196556,516.9725162,441.5291962,354.04201,1.065650432,0.221177773,4.818071993,1.45E-06,1.16E-05,atherin%2C transcript variant X1,-,,,,
LOC4332136,85.96746456,78.94285215,225.8172632,208.028179,149.6889397,1.393654,0.289400676,4.815655644,1.47E-06,1.17E-05,probable receptor-like serine/threonine-protein kinase At4g34500,-,,,,
LOC4345070,65.68300663,67.36456717,202.8916527,176.6116785,128.1377262,1.510551115,0.314096306,4.80919732,1.52E-06,1.21E-05,transcription factor MYB36,OsMYB36a,,,,
LOC4352211,253.0727608,202.0937015,539.8981267,456.8128992,362.9693721,1.128258577,0.235126305,4.798521272,1.60E-06,1.27E-05,auxin response factor 24-like%2C transcript variant X3,OsARF24,,,,
LOC9267272,53.12596124,59.99656764,178.8197617,162.1770702,113.5298402,1.591702853,0.331792865,4.797278723,1.61E-06,1.27E-05,transcription factor bHLH94%2C transcript variant X1,-,,,,
LOC4330180,113.979335,118.9405639,367.9560481,258.9738555,214.9624506,1.425723188,0.297359741,4.794607313,1.63E-06,1.29E-05,uncharacterized LOC4330180,-,,,,
LOC9270897,60.85337379,57.89142491,161.6255539,196.9899491,119.3400754,1.596600405,0.333040897,4.794007045,1.63E-06,1.29E-05,inactive protein RESTRICTED TEV MOVEMENT 2,-,,,,
LOC9268754,83.06968485,76.83770943,196.0139696,262.3702339,154.5728994,1.521783483,0.317778883,4.78881249,1.68E-06,1.32E-05,splicing factor%2C arginine/serine-rich 19,-,,,,
LOC4335220,191.2534605,145.254848,417.2461107,369.3561545,280.7776434,1.222337548,0.255395344,4.78606043,1.70E-06,1.34E-05,uncharacterized LOC4335220,-,,,,
LOC4333879,136.1956461,128.4137062,283.1312894,324.3541403,218.0236955,1.200257904,0.251108517,4.779837494,1.75E-06,1.38E-05,ACD11 homolog protein,-,,,,
LOC4351703,76.30819888,38.9451404,214.3544579,220.7645981,137.5930988,1.912617475,0.40061822,4.774164976,1.80E-06,1.42E-05,peroxidase 43,-,,,,
LOC4339697,20.28445793,18.94628452,95.14128347,90.85312307,56.30628725,2.243725344,0.470092887,4.772940429,1.82E-06,1.43E-05,mitogen-activated protein kinase 17-like%2C transcript variant X2,OsMPK17,,,,
LOC4344537,83.06968485,62.10171036,193.7214085,353.223357,173.0290402,1.915286533,0.401311493,4.772568357,1.82E-06,1.43E-05,uncharacterized LOC4344537,-,,,,
LOC4332245,409.5528649,373.6628335,686.6220337,889.0020547,589.7099467,1.009783292,0.21172144,4.769395543,1.85E-06,1.45E-05,uncharacterized LOC4332245%2C transcript variant X2,-,,,,
LOC107275673,412.4506446,252.6171269,784.0558783,841.4527566,572.6441016,1.288336573,0.270162797,4.768741621,1.85E-06,1.45E-05,DNA replication licensing factor MCM4-like,-,,,,
LOC4324609,96.59265681,98.94170803,245.3040321,232.6519226,168.3725799,1.288915283,0.270345449,4.767660362,1.86E-06,1.46E-05,ABC transporter I family member 10,-,,,,
LOC4335629,63.75115349,51.57599674,176.5272007,170.6680162,115.6305918,1.587649227,0.33331892,4.763153639,1.91E-06,1.49E-05,suppressor of cytokine signaling 7,-,,,,
LOC9267746,0,0,28.65701309,60.28571718,22.23568257,7.910588324,1.660832684,4.763025439,1.91E-06,1.49E-05,ctenidin-3,-,,,,
LOC4333795,82.10375829,93.67885122,272.8147647,210.5754628,164.7932092,1.457596305,0.306652996,4.753243318,2.00E-06,1.56E-05,nucleobase-ascorbate transporter LPE1,-,,,,
LOC4324844,249.2090546,298.9302668,596.0658724,517.947711,415.5382262,1.022777393,0.215377419,4.748767987,2.05E-06,1.59E-05,stearoyl-[acyl-carrier-protein] 9-desaturase 1%2C chloroplastic-like,-,,,,
LOC4350523,132.3319398,109.4674217,269.3759231,346.4306001,214.4014712,1.349881,0.284418069,4.74611547,2.07E-06,1.61E-05,ELMO domain-containing protein A%2C transcript variant X1,-,,,,
LOC4329290,135.2297195,119.9931353,303.7643388,281.8994099,210.2216509,1.196458332,0.252164464,4.744753934,2.09E-06,1.62E-05,microtubule-binding protein TANGLED1,-,,,,
LOC4348778,104.3200694,45.26056857,286.5701309,306.5231535,185.6684806,1.983953872,0.418209504,4.743923453,2.10E-06,1.63E-05,glycine-rich cell wall structural protein 2-like,-,,,,
LOC4330136,163.24159,115.7828498,398.9056223,324.3541403,250.5710506,1.370711606,0.288972059,4.743405331,2.10E-06,1.63E-05,putative inactive kinesin-like protein KIN-7B,-,,,,
LOC4332163,27.04594391,22.1039986,100.8726861,108.6841098,64.67668461,2.090727098,0.44179563,4.732339929,2.22E-06,1.72E-05,pathogenesis-related protein 5,-,,,,
LOC4324204,228.9245966,249.4594128,499.7783084,1121.653977,524.9540738,1.762744947,0.372638684,4.730440025,2.24E-06,1.73E-05,formin-like protein 20,-,,,,
LOC4341565,63.75115349,91.5737085,213.2081774,237.7464903,151.5698824,1.541411824,0.325887129,4.729894767,2.25E-06,1.73E-05,uncharacterized LOC4341565,-,,,,
LOC9272209,4.82963284,4.210285448,42.41237938,75.56942012,31.75542945,3.709011455,0.784321133,4.72894494,2.26E-06,1.74E-05,UDP-glycosyltransferase 92A1,-,,,,
LOC9266975,263.6979531,188.4102738,610.9675192,478.0402644,385.2790026,1.265533258,0.267622723,4.72879599,2.26E-06,1.74E-05,BEL1-like homeodomain protein 4,-,,,,
LOC9267755,242.4475686,211.5668438,473.4138563,438.9819124,341.6025453,1.005241621,0.212648214,4.727251646,2.28E-06,1.75E-05,UDP-glycosyltransferase 91C1,-,,,,
LOC4327313,357.3928302,404.187403,731.3269742,1349.211332,710.5296349,1.45148179,0.307131693,4.725926447,2.29E-06,1.77E-05,uncharacterized LOC4327313,-,,,,
LOC107275962,0,0,36.68097676,41.6056358,19.57165314,7.722569571,1.634858927,4.723691716,2.32E-06,1.78E-05,phospholipase A1-II 4-like,-,,,,
LOC4340844,56.98966752,56.83885355,173.0883591,160.4788809,111.8489403,1.550030427,0.32818285,4.723069554,2.32E-06,1.79E-05,probable carboxylesterase 18,-,,,,
LOC9269739,130.4000867,82.10056624,586.8956282,275.9557476,268.8380072,2.018054505,0.42755623,4.719974501,2.36E-06,1.81E-05,uncharacterized LOC9269739,-,,,,
LOC4336385,154.5482509,121.0457066,302.6180583,393.1308036,242.8357048,1.336872621,0.28346672,4.716153702,2.40E-06,1.85E-05,uncharacterized LOC4336385,-,,,,
LOC4325452,66.6489332,54.73371083,216.647019,163.8752594,125.4762306,1.643886042,0.349169454,4.707989266,2.50E-06,1.91E-05,sulfoquinovosyl transferase SQD2-like,-,,,,
LOC4327500,132.3319398,133.676563,278.5461673,334.5432756,219.7744864,1.206860614,0.256462602,4.705795711,2.53E-06,1.93E-05,laccase-4-like,Oslacc,,,,
LOC4348526,2376.179357,2506.172413,6718.35015,4053.577659,3913.569895,1.141302834,0.242596017,4.70454069,2.54E-06,1.94E-05,ethylene-responsive transcription factor 1-like,EBL1,,,,
LOC4342533,494.5544029,550.4948223,1701.080297,961.1750964,926.8261547,1.348085171,0.286561251,4.704352621,2.55E-06,1.94E-05,non-specific lipid transfer protein GPI-anchored 2,-,,,,
LOC4339415,213.4697715,177.8845602,395.4667807,428.7927771,303.9034724,1.07441265,0.228472559,4.702589461,2.57E-06,1.96E-05,non-classical arabinogalactan protein 31,-,,,,
LOC9266033,20.28445793,19.99885588,82.53219771,112.9295829,58.9362736,2.282100022,0.486009532,4.695586959,2.66E-06,2.02E-05,putative receptor-like protein kinase At4g00960%2C transcript variant X1,-,,,,
LOC4337586,616.2611504,624.1748177,1149.719365,2354.539348,1186.17367,1.499142247,0.319383543,4.693861903,2.68E-06,2.04E-05,E3 ubiquitin-protein ligase RDUF2,-,,,,
LOC4331867,570.8626017,559.9679646,1409.925044,967.1187587,876.9685923,1.070372398,0.228120812,4.692129529,2.70E-06,2.06E-05,tryptamine benzoyltransferase 1-like,-,,,,
LOC4328871,256.9364671,199.9885588,588.0419087,456.8128992,375.4449584,1.190475851,0.25373906,4.691732721,2.71E-06,2.06E-05,basic leucine zipper 19,-,,,,
LOC4325799,89.83117083,96.83656531,216.647019,255.577477,164.723058,1.341662948,0.286099167,4.689503169,2.74E-06,2.08E-05,uncharacterized LOC4325799,-,,,,
LOC9266252,88.86524426,84.20570896,205.1842138,241.9919633,155.0617826,1.371144982,0.29245799,4.68834851,2.75E-06,2.09E-05,transcription factor PAR2,-,,,,
LOC4346241,89.83117083,63.15428172,293.4478141,201.2354221,161.9171722,1.688179657,0.360136942,4.687604803,2.76E-06,2.10E-05,chaperone protein dnaJ 11%2C chloroplastic,-,,,,
LOC4324006,186.4238276,228.4079856,420.6849522,443.2273854,319.6860377,1.060093408,0.226259626,4.685296389,2.80E-06,2.12E-05,rho GTPase-activating protein 1,-,,,,
LOC9271337,162.2756634,121.0457066,363.370926,320.1086673,241.7002408,1.26754072,0.270702895,4.682405476,2.84E-06,2.14E-05,uncharacterized LOC9271337,-,,,,
LOC9266197,35.73928302,33.68228359,159.3329928,111.2313937,84.99648827,1.958094071,0.418340261,4.680625446,2.86E-06,2.16E-05,uncharacterized LOC9266197,-,,,,
LOC4339091,28.97779704,22.1039986,114.6280524,101.0422584,66.6880266,2.073365581,0.443139204,4.678813249,2.89E-06,2.18E-05,uncharacterized LOC4339091,-,,,,
LOC4325457,130.4000867,102.0994221,269.3759231,299.7303967,200.4014571,1.290983575,0.276097715,4.675821292,2.93E-06,2.21E-05,mitochondrial substrate carrier family protein B%2C transcript variant X1,-,,,,
LOC4338673,261.7660999,205.2514156,461.9510511,608.800834,384.4423502,1.197896557,0.256225059,4.675173301,2.94E-06,2.21E-05,E3 ubiquitin-protein ligase RLIM,-,,,,
LOC107276420,0,0,51.58262357,28.86921668,20.11296006,7.75627002,1.659710605,4.673266532,2.96E-06,2.23E-05,disease resistance protein Pik-2,-,,,,
LOC4334259,187.3897542,168.4114179,397.7593418,353.223357,276.6959677,1.075600703,0.230289777,4.670640251,3.00E-06,2.26E-05,nucleolar and coiled-body phosphoprotein 1,-,,,,
LOC4338890,37.67113615,32.62971222,118.0668939,133.3078535,80.41889895,1.83833496,0.394071815,4.664974481,3.09E-06,2.31E-05,uncharacterized LOC4338890,-,,,,
LOC9271679,220.2312575,174.7268461,435.586599,408.4145065,309.7398023,1.093582382,0.23451994,4.663067806,3.12E-06,2.33E-05,phospholipase A1 PLIP1%2C chloroplastic,-,,,,
LOC4348003,79.20597858,57.89142491,238.4263489,183.4044354,139.7320469,1.616692848,0.346770707,4.662137874,3.13E-06,2.34E-05,UDP-glycosyltransferase 91C1%2C transcript variant X1,-,,,,
LOC4351588,141.0252789,92.62627986,287.7164115,579.0825227,275.1126233,1.892177721,0.405901345,4.661669009,3.14E-06,2.35E-05,uncharacterized LOC4351588,-,,,,
LOC4324016,173.8667823,116.8354212,337.006474,493.3239673,280.2581612,1.514556418,0.324937134,4.661075198,3.15E-06,2.35E-05,uncharacterized LOC4324016,-,,,,
LOC4324182,46.36447527,32.62971222,161.6255539,129.0623804,92.42053044,1.874083513,0.402266554,4.658810169,3.18E-06,2.38E-05,probable protein phosphatase 2C 8,OsPP2C08,,,,
LOC4344570,217.3334778,159.990847,444.7568432,408.4145065,307.6239186,1.174728372,0.252344167,4.655262629,3.24E-06,2.41E-05,uncharacterized membrane protein YuiD,-,,,,
LOC4345996,614.3292973,432.6068298,1048.846679,1074.953774,792.6841451,1.019705703,0.219057781,4.65496226,3.24E-06,2.42E-05,beta-glucosidase 28-like%2C transcript variant X1,-,,,,
LOC9268074,168.0712228,203.1462729,375.9800118,555.3078737,325.6263453,1.330087165,0.286087198,4.649236931,3.33E-06,2.48E-05,dof zinc finger protein MNB1A,-,,,,
LOC4351508,45.3985487,34.73485495,137.5536629,136.7042319,88.5978246,1.772353175,0.381451867,4.646335041,3.38E-06,2.51E-05,probable glycosyltransferase 3,-,,,,
LOC4333407,195.1171667,155.7805616,365.6634871,402.4708442,279.7580149,1.129974243,0.243335313,4.643691995,3.42E-06,2.55E-05,glycerophosphodiester phosphodiesterase GDPD6,-,,,,
LOC4349212,56.98966752,43.15542584,144.431346,195.2917599,109.9670498,1.763046831,0.379743681,4.642728548,3.44E-06,2.55E-05,transcription factor RF2a-like%2C transcript variant X1,-,,,,
LOC4346234,128.4682336,245.2491274,544.4832488,536.6277923,363.7071005,1.534368424,0.330525843,4.642204102,3.45E-06,2.56E-05,cytochrome P450 78A9,BSR2,,,,
LOC4339029,116.8771147,110.519993,252.1817152,271.7102746,187.8222744,1.204636397,0.259639129,4.639656593,3.49E-06,2.59E-05,histone H4,-,,,,
LOC4351744,28.01187047,50.52342538,196.0139696,135.8551373,102.6011007,2.08079175,0.449791045,4.626129782,3.73E-06,2.76E-05,uncharacterized membrane protein YFL054C,-,,,,
LOC9269491,23.18223763,6.315428172,85.97103928,180.0080569,73.8691905,3.166159222,0.684437504,4.62592889,3.73E-06,2.76E-05,amino acid transporter AVT1C,-,,,,
LOC4348273,25.11409077,16.84114179,114.6280524,88.30583924,61.22228105,2.266898773,0.490518947,4.621429585,3.81E-06,2.81E-05,uncharacterized LOC4348273,-,,,,
LOC4335303,114.9452616,111.5725644,244.1577516,289.5412614,190.0542097,1.238299286,0.269040545,4.60264934,4.17E-06,3.06E-05,sucrose synthase 7-like,OsSUS7,,,,
LOC4332782,19.31853136,8.420570896,71.06939247,140.9497049,59.93954992,2.930505829,0.636939336,4.600918271,4.21E-06,3.08E-05,peroxidase 70,-,,,,
LOC4324964,462.6788261,348.4011208,913.5855775,754.8451066,619.8776578,1.038687248,0.22582129,4.59959841,4.23E-06,3.10E-05,uncharacterized LOC4324964,-,,,,
LOC4332692,178.6964151,177.8845602,343.8841571,393.1308036,273.398984,1.049081096,0.228274673,4.595696419,4.31E-06,3.15E-05,probable ADP-ribosylation factor GTPase-activating protein AGD14%2C transcript variant X3,-,,,,
LOC4339324,247.2772014,229.4605569,570.8477008,438.9819124,371.6418429,1.080305801,0.23511754,4.594747814,4.33E-06,3.17E-05,ras-related protein RIC2-like,-,,,,
LOC107276704,23.18223763,27.36685541,95.14128347,112.9295829,64.65498985,2.045367659,0.445351813,4.592700869,4.38E-06,3.20E-05,putative WEB family protein At1g65010%2C chloroplastic,-,,,,
LOC4327823,531.2596124,518.9176815,890.659967,1309.303886,812.5352867,1.068246078,0.232697796,4.590701324,4.42E-06,3.22E-05,5'-nucleotidase SurE,-,,,,
LOC4332494,179.6623417,127.3611348,369.1023287,356.6197354,258.1863851,1.238891415,0.270259829,4.584075333,4.56E-06,3.32E-05,transcription elongation regulator 1,-,,,,
LOC4332595,20.28445793,25.26171269,89.40988086,109.5332044,61.12231398,2.131936911,0.465330783,4.581551427,4.62E-06,3.35E-05,universal stress protein PHOS34%2C transcript variant X1,-,,,,
LOC107275846,22.21631107,17.89371315,115.7743329,80.66398777,59.13708622,2.285713678,0.499058087,4.580055385,4.65E-06,3.38E-05,casparian strip membrane protein 7,-,,,,
LOC9269723,131.3660133,172.6217034,364.5172066,331.1468972,249.9129551,1.195032991,0.261046536,4.577854237,4.70E-06,3.41E-05,calmodulin-binding protein 25,-,,,,
LOC112937664,0,0,33.24213519,37.36016276,17.65057449,7.573434892,1.654385609,4.577793018,4.70E-06,3.41E-05,uncharacterized LOC112937664,-,,,,
LOC4336665,54.09188781,57.89142491,152.4553097,172.3662054,109.201207,1.538662385,0.336190968,4.576751113,4.72E-06,3.42E-05,uncharacterized LOC4336665,-,,,,
LOC107277449,51.19410811,23.15656996,144.431346,195.2917599,103.518446,2.188610147,0.478501251,4.57388595,4.79E-06,3.47E-05,mitogen-activated protein kinase kinase kinase 1,OsMEL,,,,
LOC107278403,215.4016247,233.6708424,495.1931863,414.3581688,339.6559555,1.016804579,0.222309783,4.573818418,4.79E-06,3.47E-05,zinc finger protein 10,-,,,,
LOC4334127,99.49043651,67.36456717,241.8651905,225.0100712,158.4325663,1.48108081,0.323914056,4.572449955,4.82E-06,3.49E-05,uncharacterized LOC4334127,-,,,,
LOC4326683,80.17190515,117.8879925,240.71891,393.1308036,207.9774028,1.682575366,0.368828105,4.561949981,5.07E-06,3.65E-05,WRKY transcription factor 22,OsWRKY12,,,,
LOC4338704,202.8445793,154.7279902,367.9560481,501.8149134,306.8358828,1.283298774,0.281312255,4.561830317,5.07E-06,3.65E-05,uncharacterized LOC4338704,-,,,,
LOC4349995,145.8549118,149.4651334,356.4932429,295.4849236,236.8245529,1.14051912,0.250203718,4.558361996,5.16E-06,3.71E-05,probable magnesium transporter NIPA4%2C transcript variant X1,-,,,,
LOC4327533,684.8419368,454.7108284,1610.524136,1110.615747,965.1731621,1.254336665,0.275254842,4.557001269,5.19E-06,3.73E-05,probable auxin efflux carrier component 9,OsPIN9,,,,
LOC4349727,35.73928302,34.73485495,122.652016,118.8732451,77.99984979,1.776262769,0.389860856,4.556145455,5.21E-06,3.74E-05,probable sugar phosphate/phosphate translocator At4g32390,-,,,,
LOC4349270,274.3231453,221.039986,477.9989784,515.4004271,372.1906342,1.003502718,0.220285282,4.555468758,5.23E-06,3.75E-05,glutathione S-transferase APIC,RPP31,,,,
LOC4339856,98.52450994,94.73142258,281.9850089,214.8209359,172.5154693,1.358951924,0.299041521,4.54435866,5.51E-06,3.95E-05,L-lactate dehydrogenase B,-,,,,
LOC4327853,133.2978664,131.5714203,316.3734246,272.5593692,213.4505201,1.150839684,0.253303374,4.543325523,5.54E-06,3.96E-05,uncharacterized LOC4327853,-,,,,
LOC4344526,84.03561142,74.73256671,201.7453722,201.2354221,140.4372431,1.342750489,0.295762356,4.539964141,5.63E-06,4.03E-05,LRR receptor kinase BAK1,-,,,,
LOC4345885,43.46669556,31.57714086,190.2825669,116.3259613,95.41309117,2.024147069,0.446295351,4.53544287,5.75E-06,4.11E-05,transcription factor MYB93,-,,,,
LOC4327143,165.1734431,123.1508494,327.8362298,336.2414648,238.1004968,1.202153105,0.265068158,4.53526034,5.75E-06,4.11E-05,uncharacterized LOC4327143,-,,,,
LOC107277525,34.77335645,42.10285448,126.0908576,130.7605697,83.43190955,1.742751909,0.384360779,4.534156457,5.78E-06,4.13E-05,RING-H2 finger protein ATL13,-,,,,
