"XM_015766610.2","LOC4326813"
"XM_015760706.2","LOC4324546"
"XR_001542600.2","LOC9269867"
"XM_015766890.2","LOC4324548"
"XM_015766888.2","LOC4324549"
"XM_026022494.1","LOC4324550"
"XM_015766687.2","LOC4324551"
"XM_015766685.2","LOC4324552"
"XM_015768162.2","LOC4324553"
"XM_015766597.2","LOC4324554"
"XM_015784922.1","LOC4324555"
"XM_015765438.2","LOC4324556"
"XM_015769656.2","LOC4324557"
"XM_015769660.2","LOC4324557"
"XM_015769670.2","LOC4324558"
"XM_026022495.1","LOC4324458"
"XM_015766801.2","LOC4324458"
"XM_015766793.2","LOC4324458"
"XM_015790044.2","LOC107278089"
"XM_015765796.2","LOC4324459"
"XM_015790052.2","LOC9271482"
"XR_003240290.1","LOC107279883"
"XR_001542733.2","LOC107279883"
"XR_001542730.2","LOC107279883"
"XR_003240289.1","LOC107279883"
"XM_015767008.2","LOC4324461"
"XM_015766066.2","LOC9269066"
"XM_015758919.2","LOC4324462"
"XM_015758927.2","LOC4324463"
"XM_015784943.2","LOC107276722"
"XM_026022496.1","LOC112937632"
"XM_026022497.1","LOC112937632"
"XM_015783464.2","LOC4324465"
"XM_015776902.2","LOC4324466"
"XM_015776910.2","LOC4324466"
"XM_015767628.2","LOC4324467"
"XM_015789058.2","LOC4324468"
"XM_015794732.1","LOC4324469"
"XM_015794726.1","LOC4324469"
"XM_015794771.2","LOC9270353"
"XM_015794755.2","LOC9270353"
"XM_015794746.2","LOC9270353"
"XM_015793695.2","LOC4324471"
"XM_015793727.2","LOC4324472"
"XM_026022498.1","LOC4324473"
"XM_015793717.2","LOC4324473"
"XM_015793702.2","LOC4324474"
"XM_015793709.2","LOC4324474"
"XM_015793740.1","LOC4324475"
"XM_015793734.2","LOC4324475"
"unassigned_transcript_78","TRNAL-UAG_1"
"XM_015766627.1","LOC4324001"
"unassigned_transcript_79","TRNAC-GCA_1"
"XM_015788509.2","LOC4324003"
"XM_026026116.1","LOC4324004"
"XM_015763422.2","LOC4324005"
"XM_015763428.2","LOC4324005"
"XM_015763437.2","LOC4324006"
"XM_015790562.2","LOC107281642"
"XR_003240305.1","LOC9266912"
"XR_003240302.1","LOC9266912"
"XR_003240307.1","LOC9266912"
"XR_003240294.1","LOC9266912"
"XR_003240296.1","LOC9266912"
"XR_003240306.1","LOC9266912"
"XR_003240298.1","LOC9266912"
"XR_003240303.1","LOC9266912"
"XR_003240304.1","LOC9266912"
"XR_003240291.1","LOC9266912"
"XR_003240299.1","LOC9266912"
"XR_003240301.1","LOC9266912"
"XR_003240295.1","LOC9266912"
"XR_003240292.1","LOC9266912"
"XR_003240297.1","LOC9266912"
"XR_003240300.1","LOC9266912"
"XR_003240293.1","LOC9266912"
"XM_015764506.2","LOC4324008"
"XM_015764653.2","LOC4324008"
"XR_003240308.1","LOC107280163"
"XR_003240309.1","LOC107280163"
"XR_001543705.2","LOC107280163"
"XM_015765812.2","LOC4324010"
"XM_015765811.2","LOC4324010"
"XM_015765810.2","LOC4324010"
"XM_015765809.2","LOC4324010"
"XM_015765821.2","LOC4324011"
"XM_015765819.2","LOC4324012"
"XM_015778694.2","LOC4324013"
"XM_015779913.1","LOC4324015"
"XM_015778130.2","LOC4324016"
"XR_003240312.1","LOC4324017"
"XR_001542395.2","LOC4324017"
"XR_003240310.1","LOC4324017"
"XR_003240311.1","LOC4324017"
"XM_015765466.2","LOC4324017"
"XM_015765465.2","LOC4324017"
"XM_015765463.2","LOC4324017"
"XM_015765467.2","LOC4324017"
"XM_015790359.2","LOC4323832"
"unassigned_transcript_80","TRNAL-UAA"
"XM_015773595.2","LOC4323834"
"XM_015769664.2","LOC4323835"
"XM_015767714.2","LOC9271097"
"XM_015767705.2","LOC9271097"
"XM_026022500.1","LOC107276531"
"XM_026022501.1","LOC107276531"
"XR_001546541.2","LOC107281195"
"XM_015779330.2","LOC4323836"
"XM_015779337.2","LOC4323836"
"XM_015774155.2","LOC4323837"
"XM_015785326.2","LOC4323838"
"XM_015785189.1","LOC4323839"
"XM_015785250.1","LOC4323840"
"XM_015785242.2","LOC4323840"
"XM_015785177.2","LOC4323841"
"XM_015785302.2","LOC4323843"
"XM_015785198.2","LOC4323844"
"XM_026022503.1","LOC4323844"
"XM_015785228.2","LOC4323845"
"XM_015785314.2","LOC4323846"
"XM_015785217.2","LOC4323847"
"XM_015784979.1","LOC107281139"
"XM_015785283.2","LOC4323848"
"XM_015785275.2","LOC4323848"
"XM_015785269.2","LOC4323848"
"XM_015785262.2","LOC4323848"
"XM_026022504.1","LOC4326391"
"XM_015785166.2","LOC4326392"
"XM_015785339.2","LOC4326393"
"XM_015777871.2","LOC4326394"
"XM_015789774.2","LOC4326395"
"XM_015785888.2","LOC4326396"
"XM_015776867.2","LOC4326397"
"XM_015774110.2","LOC4326398"
"XM_015773808.2","LOC9266561"
"XM_015773816.2","LOC9266561"
"XM_015773802.2","LOC9266561"
"XM_015778356.2","LOC4326399"
"XM_015759461.2","LOC4326400"
"XM_015759471.2","LOC4326400"
"XM_015759488.2","LOC4326401"
"XM_015759481.2","LOC4326402"
"XM_015769028.2","LOC4326403"
"unassigned_transcript_81","TRNAV-AAC_1"
"unassigned_transcript_82","TRNAI-AAU_3"
"XM_015763613.2","LOC4326407"
"XM_015763624.2","LOC4326408"
"XM_015763619.2","LOC4326408"
"XM_015763636.2","LOC4326408"
"XM_015763628.2","LOC4326408"
"XM_015763644.1","LOC4326409"
"XM_026022505.1","LOC4324294"
"XM_015765479.2","LOC4324294"
"XM_015765477.2","LOC4324294"
"XM_015765478.2","LOC4324294"
"XM_015765475.2","LOC4324294"
"XM_015765476.2","LOC4324294"
"XM_015765474.2","LOC4324294"
"XM_015756991.2","LOC4324295"
"XM_015757002.2","LOC4324296"
"XM_026026173.1","LOC112939289"
"XM_015757044.2","LOC4324297"
"XM_015757024.1","LOC107278964"
"XM_015757033.1","LOC107278964"
"XR_001540144.1","LOC112935997"
"XR_003240314.1","LOC112935997"
"XM_015757060.1","LOC112935997"
"XM_015757012.2","LOC4324301"
"XM_015765673.2","LOC4324302"
"XR_001546388.2","LOC107281162"
"XR_003240315.1","LOC107281162"
"XM_015784989.2","LOC107275406"
"XM_015785670.2","LOC4324303"
"XM_015785552.1","LOC4324304"
"XM_015785559.1","LOC4324304"
"XM_015785524.2","LOC4324305"
"XM_015785625.2","LOC4324306"
"XM_015785679.2","LOC4324307"
"unassigned_transcript_83","TRNAR-UCG"
"XM_026022510.1","LOC107276114"
"XM_026022511.1","LOC107276114"
"XM_026022513.1","LOC107276114"
"XM_026022506.1","LOC107276114"
"XM_026022512.1","LOC107276114"
"XM_026022508.1","LOC107276114"
"XM_026022509.1","LOC107276114"
"XM_026022507.1","LOC107276114"
"XM_015785580.2","LOC107276114"
"XM_015785572.2","LOC107276114"
"XM_015785535.2","LOC4324309"
"XM_015785542.2","LOC4324309"
"XM_015785656.2","LOC4324310"
"XM_015785645.2","LOC4324311"
"XM_015785638.2","LOC4324311"
"XM_015785691.2","LOC4327810"
"XM_015775275.2","LOC4327811"
"XM_015775286.2","LOC9272410"
"XM_015767032.2","LOC4327812"
"XM_026022515.1","LOC4327813"
"XM_015775263.2","LOC4327814"
"unassigned_transcript_84","TRNAK-CUU_3"
"XM_015757213.2","LOC4327816"
"XM_026022514.1","LOC112937633"
"XR_003240316.1","LOC4327818"
"XR_001542665.2","LOC4327818"
"XR_001542664.2","LOC4327818"
"XM_015766715.2","LOC4327818"
"XM_015763767.1","LOC4327819"
"XM_015766958.2","LOC4327820"
"XM_015771559.1","LOC4327971"
"XM_015770304.2","LOC4327972"
"XM_015770306.2","LOC4327973"
"XM_015770307.2","LOC4327973"
"XR_003241062.1","LOC112938014"
"XM_015768401.2","LOC4327974"
"XM_015770953.2","LOC4327975"
"XM_015768414.2","LOC4327976"
"XM_015768815.2","LOC107275345"
"XM_015771952.2","LOC4327977"
"XM_015771950.2","LOC4327977"
"XM_015771953.2","LOC4327977"
"XM_015771949.2","LOC4327977"
"XM_015771951.2","LOC4327977"
"XM_015767097.2","LOC4327978"
"XM_015769683.2","LOC4327980"
"XM_015769681.1","LOC4327981"
"XR_003240752.1","LOC112937921"
"XM_015769680.2","LOC4327983"
"XM_026023337.1","LOC4327984"
"XM_026023338.1","LOC4327984"
"XM_015771863.2","LOC4327984"
"XM_026023339.1","LOC4327984"
"XM_015771868.2","LOC4327985"
"XM_015769467.2","LOC4327986"
"XM_015768008.2","LOC4327987"
"XM_026022582.1","LOC4327987"
"XM_015768009.2","LOC4327987"
"XM_015768010.2","LOC4327987"
"XM_015771321.2","LOC4327988"
"XM_015771320.2","LOC4327988"
"XM_015771319.2","LOC4327989"
"XM_015772259.1","LOC4327990"
"XM_015767682.1","LOC4327991"
"XM_015769344.2","LOC4327992"
"XM_015769345.2","LOC4327992"
"XR_001542847.2","LOC9269638"
"XR_003240956.1","LOC9269638"
"XR_003240957.1","LOC9269638"
"XR_003240959.1","LOC9269638"
"XR_003240958.1","LOC9269638"
"XM_015771048.2","LOC4327993"
"XM_026023116.1","LOC4327993"
"XM_015771051.2","LOC4327994"
"XM_015771050.2","LOC107278590"
"XM_015771049.2","LOC4327996"
"XM_015771052.2","LOC4327998"
"XM_015769714.2","LOC4327999"
"XM_015769712.1","LOC4328000"
"XM_015769715.2","LOC4328001"
"XM_015769717.2","LOC107276190"
"XM_015769716.2","LOC107276190"
"XM_015769718.2","LOC4328003"
"XM_026023389.1","LOC4328005"
"XM_015771364.2","LOC4328006"
"XM_015771365.2","LOC4328007"
"XM_015767797.2","LOC4328008"
"XM_015767796.2","LOC4328008"
"XM_015770572.2","LOC4328009"
"XM_015772214.2","LOC4328010"
"XM_015770664.2","LOC4328012"
"XM_015770663.2","LOC4328013"
"XM_015770346.2","LOC4328015"
"XM_015770345.2","LOC4328015"
"XM_015770344.2","LOC4328015"
"XM_015770343.2","LOC4328015"
"XM_015770347.2","LOC4328016"
"XM_015770302.2","LOC4328018"
"XM_015770301.2","LOC4328019"
"XM_015770300.2","LOC4328019"
"XM_015770299.2","LOC4328019"
"XM_015770298.2","LOC4328019"
"XM_015770297.2","LOC4328019"
"XM_015768733.1","LOC4328020"
"XR_001542884.2","LOC4328021"
"XR_001542883.2","LOC4328021"
"XR_001542882.2","LOC4328021"
"XR_001542885.2","LOC4328021"
"XM_015767731.2","LOC4328021"
"XM_015767730.2","LOC4328021"
"XM_015767729.2","LOC4328021"
"XM_026023248.1","LOC4328022"
"XM_026023249.1","LOC4328022"
"XM_026023250.1","LOC4328022"
"XM_015771607.2","LOC4328022"
"XM_015771606.2","LOC4328023"
"XM_015769697.2","LOC4328024"
"XM_026023120.1","LOC4328025"
"XR_003240754.1","LOC112936091"
"XR_003240753.1","LOC112936091"
"XM_026023123.1","LOC112936091"
"XM_026023121.1","LOC112936091"
"XM_026023122.1","LOC112936091"
"XM_015772043.2","LOC4328027"
"XM_026023487.1","LOC112937978"
"XM_015769511.2","LOC9269397"
"XM_015769510.2","LOC9269397"
"XM_026022767.1","LOC107276389"
"XM_015767802.2","LOC4328028"
"XR_003241063.1","LOC112938015"
"XR_003240743.1","LOC112937896"
"XR_003240741.1","LOC112937895"
"XR_003240742.1","LOC112937895"
"XM_026023068.1","LOC112937895"
"XM_015771774.2","LOC4328030"
"XM_015767935.2","LOC4328033"
"XM_015769577.2","LOC9271388"
"XR_001543140.2","LOC107280088"
"XM_015771206.2","LOC4328034"
"XM_026023243.1","LOC4328034"
"XM_015771207.2","LOC4328035"
"XM_015767632.2","LOC4328036"
"XM_015771288.2","LOC4328037"
"XM_015767308.2","LOC4328038"
"XM_015767310.2","LOC4328038"
"XM_015767311.2","LOC4328038"
"XM_015767305.2","LOC4328038"
"XM_015767306.2","LOC4328038"
"XM_015767307.2","LOC4328038"
"XM_015767312.2","LOC4328039"
"XM_026023069.1","LOC107277121"
"XM_026023070.1","LOC107277121"
"XM_015770930.2","LOC4328040"
"XM_015770933.2","LOC107277670"
"XM_015770929.2","LOC4328041"
"XM_015769805.2","LOC4328043"
"XM_026023129.1","LOC4328043"
"XM_026023127.1","LOC4328043"
"XM_015769811.2","LOC4328043"
"XM_015769809.2","LOC4328043"
"XM_015769808.2","LOC4328043"
"XM_015769806.2","LOC4328043"
"XM_026023128.1","LOC4328043"
"XM_015769807.2","LOC4328043"
"XM_015769819.2","LOC4328043"
"XM_015769803.2","LOC4328043"
"XM_015769804.2","LOC4328043"
"XM_015769802.2","LOC4328044"
"XM_026023124.1","LOC4328044"
"XM_026023125.1","LOC4328044"
"XR_001542997.2","LOC107277795"
"XR_001542998.2","LOC107279935"
"XM_015768819.1","LOC107275439"
"XR_003240965.1","LOC107280108"
"XR_001543172.2","LOC107280108"
"XM_015771661.2","LOC4328046"
"XM_015771660.2","LOC4328047"
"XM_015771502.2","LOC4328048"
"XR_003241132.1","LOC112938082"
"XR_003241060.1","LOC112938012"
"XR_003241133.1","LOC112938083"
"XM_026023195.1","LOC4328049"
"XM_015769607.2","LOC4328050"
"XM_015769253.2","LOC9271337"
"XM_015768152.2","LOC4328051"
"XM_015768110.2","LOC4328052"
"XM_015768820.2","LOC107279956"
"XM_015769282.2","LOC4328053"
"XM_026022786.1","LOC4328054"
"XM_015768743.2","LOC4328055"
"XM_015769338.2","LOC4328056"
"XM_015772080.2","LOC4328057"
"XM_015769322.2","LOC9270025"
"XM_015769788.2","LOC4328058"
"XM_015768807.2","LOC9269046"
"XM_015770786.1","LOC4328060"
"XM_015770784.2","LOC4328061"
"unassigned_transcript_85","TRNAM-CAU_4"
"XM_015770413.2","LOC4328063"
"XM_015770414.2","LOC4328063"
"XM_015770412.2","LOC4328063"
"XR_003241130.1","LOC112938080"
"XR_003241126.1","LOC112938076"
"XR_003241124.1","LOC112938074"
"XR_003241131.1","LOC112938081"
"XR_003241122.1","LOC112938072"
"XR_003241125.1","LOC112938075"
"XR_003241128.1","LOC112938078"
"XR_003241127.1","LOC112938077"
"XR_003241129.1","LOC112938079"
"XM_015770411.1","LOC4328064"
"XM_015768774.2","LOC4328065"
"XM_015768756.2","LOC107279948"
"XR_003240938.1","LOC112937964"
"unassigned_transcript_86","TRNAC-ACA"
"unassigned_transcript_87","TRNAN-GUU_5"
"XM_015769908.1","LOC4328072"
"XM_015769909.2","LOC4328073"
"XM_015770132.1","LOC4328075"
"XM_026023135.1","LOC4328076"
"XM_026023133.1","LOC4328076"
"XM_015771369.2","LOC4328076"
"XM_026023134.1","LOC4328076"
"XM_026023132.1","LOC107275910"
"XM_015768057.2","LOC4328077"
"XM_026023131.1","LOC4328077"
"XM_026023136.1","LOC4328078"
"XM_015770879.2","LOC4328079"
"XM_015770880.2","LOC4328080"
"XM_015771902.2","LOC4328081"
"XM_015771903.2","LOC4328082"
"XM_015771656.1","LOC4328083"
"unassigned_transcript_88","TRNAA-CGC_1"
"XM_015771655.2","LOC4328085"
"XM_015768035.2","LOC4328086"
"XM_015772149.2","LOC4328088"
"XM_015771787.2","LOC4328089"
"XM_026023137.1","LOC4328089"
"XM_015771790.2","LOC4328090"
"XM_015771789.2","LOC4328091"
"XM_015771963.2","LOC4328092"
"XM_015771964.2","LOC4328093"
"XM_015767736.2","LOC4328094"
"XM_015770197.2","LOC4328095"
"XM_015770196.2","LOC4328096"
"XM_026023138.1","LOC4328096"
"XM_015768822.2","LOC107276593"
"XM_026022789.1","LOC4328098"
"XM_026023139.1","LOC4328099"
"XM_026023140.1","LOC107276030"
"XM_015769614.2","LOC107276030"
"XM_015771388.2","LOC4328100"
"XM_015771387.2","LOC4328101"
"XM_015771139.2","LOC4328102"
"XM_015771138.2","LOC4328102"
"XM_015771140.2","LOC4328103"
"XM_026023141.1","LOC4328103"
"XM_015769733.2","LOC4328105"
"XR_003240756.1","LOC4328106"
"XR_003240755.1","LOC4328106"
"XR_003240757.1","LOC4328106"
"XM_026023143.1","LOC4328106"
"XM_015769734.2","LOC4328107"
"XM_015769730.2","LOC4328108"
"XM_015769729.2","LOC4328108"
"XM_015769728.2","LOC4328108"
"XM_015769723.2","LOC4328108"
"XM_015769732.2","LOC4328108"
"XM_015769731.2","LOC4328108"
"XM_015769722.2","LOC4328108"
"XM_015769721.2","LOC4328108"
"XM_015769727.2","LOC4328108"
"XM_015769725.2","LOC4328108"
"XM_015769724.2","LOC4328108"
"XM_026023142.1","LOC4328108"
"XM_015769720.2","LOC4328108"
"XM_026022792.1","LOC107276995"
"XM_015769719.2","LOC4328109"
"XM_026022793.1","LOC9266665"
"XM_026023144.1","LOC4328111"
"XM_015770242.2","LOC4328111"
"XM_015770243.2","LOC4328112"
"XM_026023146.1","LOC4328113"
"XM_026023145.1","LOC4328113"
"XM_015770244.2","LOC4328113"
"XM_015770247.2","LOC4328114"
"unassigned_transcript_89","TRNAS-GCU"
"XM_015770246.2","LOC4328116"
"XM_015770245.2","LOC4328117"
"XM_015767357.2","LOC4328118"
"XM_015769739.2","LOC4328119"
"XM_015769738.2","LOC4328120"
"XM_015769741.2","LOC4328121"
"XM_015768462.2","LOC107276308"
"XM_015767342.2","LOC4328122"
"XM_015767341.2","LOC4328122"
"XM_015767344.2","LOC4328122"
"XM_026023292.1","LOC4328122"
"XM_015767346.2","LOC4328122"
"XM_015767345.2","LOC4328122"
"XM_015767343.2","LOC4328122"
"XM_015767253.2","LOC4328123"
"XM_015768322.1","LOC4328124"
"XM_015770827.2","LOC4328125"
"XM_015770823.2","LOC4328126"
"XM_015770824.2","LOC4328127"
"XM_015770825.2","LOC4328127"
"XM_015770826.2","LOC4328127"
"XM_015768193.2","LOC9267985"
"XM_015768194.2","LOC9267985"
"XM_015770646.2","LOC4328128"
"XM_015770647.2","LOC4328129"
"XM_015771238.2","LOC4328130"
"XM_015771239.2","LOC9271151"
"XM_015771240.2","LOC4328132"
"XM_015769404.2","LOC107276232"
"XM_015771409.2","LOC4328133"
"XM_015771412.1","LOC4328133"
"XM_015771411.2","LOC4328133"
"XM_015771408.1","LOC4328133"
"XR_003240967.1","LOC9271200"
"XR_003240966.1","LOC9271200"
"XR_003240972.1","LOC9271200"
"XR_003240970.1","LOC9271200"
"XR_003240971.1","LOC9271200"
"XR_003240969.1","LOC9271200"
"XR_003240968.1","LOC9271200"
"XM_015768016.2","LOC9271200"
"XM_015768020.2","LOC9271200"
"XM_015768019.2","LOC9271200"
"XM_026023469.1","LOC9271200"
"XM_015768102.2","LOC4328135"
"XM_015768101.2","LOC4328135"
"XM_015771526.2","LOC4328136"
"XM_015770024.2","LOC4328137"
"XM_015770025.2","LOC4328138"
"XM_015767144.1","LOC4328139"
"XM_015772188.2","LOC4328140"
"XM_015772190.2","LOC4328140"
"XM_015772187.2","LOC4328141"
"XM_026023035.1","LOC9269709"
"XM_026023036.1","LOC9269709"
"XM_015769384.2","LOC9269709"
"XM_015769383.2","LOC9269709"
"XM_015769483.2","LOC4328142"
"XM_015769348.2","LOC4328143"
"XM_015770541.2","LOC4328144"
"XM_015770542.2","LOC4328144"
"XM_015770543.2","LOC4328144"
"XM_015770544.2","LOC4328144"
"XM_015771961.2","LOC107280196"
"XM_026023028.1","LOC112937877"
"XM_015768254.2","LOC4328146"
"XM_015770212.2","LOC4328147"
"XM_015770213.2","LOC4328148"
"XM_015770214.2","LOC4328149"
"XM_015768493.2","LOC4328150"
"XM_015768490.2","LOC107275937"
"XM_015770671.2","LOC9269377"
"XM_015770669.2","LOC9269377"
"XM_015770670.2","LOC9269377"
"XM_015770676.2","LOC4328151"
"XM_015770675.2","LOC4328152"
"XM_015770674.2","LOC4328152"
"XM_015770672.2","LOC4328152"
"XM_015770673.2","LOC4328152"
"XM_026022931.1","LOC107280044"
"XM_015769174.2","LOC107280044"
"XR_003241023.1","LOC4328153"
"XM_015767905.2","LOC4328153"
"XR_001543121.2","LOC107280072"
"XM_015768902.2","LOC4328154"
"XM_015770397.2","LOC4328155"
"XM_015770398.2","LOC4328155"
"XR_003240758.1","LOC4328157"
"XR_003240759.1","LOC4328157"
"XM_015770399.2","LOC4328157"
"XM_015770400.2","LOC4328158"
"XM_015772041.2","LOC4328159"
"XM_015772040.2","LOC4328160"
"XM_015767368.2","LOC4328161"
"XM_026023067.1","LOC4328162"
"XM_015769409.2","LOC4328164"
"XM_015769513.2","LOC4328165"
"XM_026023440.1","LOC112937963"
"XM_015767487.2","LOC4328167"
"XM_015767890.2","LOC4328168"
"XM_015769371.1","LOC4328169"
"XM_015767603.2","LOC4328170"
"XM_015768667.2","LOC4328171"
"XM_015767666.2","LOC4328172"
"XM_015770837.2","LOC4328173"
"XM_015770838.2","LOC4328173"
"XM_015770836.2","LOC4328174"
"XM_015768015.2","LOC4328175"
"XM_026023534.1","LOC4328175"
"XM_026023535.1","LOC4328175"
"XM_015767625.2","LOC4328177"
"unassigned_transcript_90","TRNAS-GCU_1"
"XM_015767768.2","LOC4328179"
"XM_026023052.1","LOC107280118"
"XM_026023481.1","LOC112937974"
"XM_026022636.1","LOC4328180"
"XM_026022633.1","LOC4328180"
"XM_026022635.1","LOC4328180"
"XM_026022631.1","LOC4328180"
"XM_026022640.1","LOC4328180"
"XM_026022637.1","LOC4328180"
"XM_026022639.1","LOC4328180"
"XM_026022641.1","LOC4328180"
"XM_026022634.1","LOC4328180"
"XM_026022627.1","LOC4328180"
"XM_026022638.1","LOC4328180"
"XM_026022630.1","LOC4328180"
"XM_026022632.1","LOC4328180"
"XM_026022629.1","LOC4328180"
"XM_015768429.2","LOC4328180"
"XM_026022628.1","LOC4328180"
"XM_015768428.2","LOC4328180"
"XM_026022642.1","LOC4328180"
"XR_003240927.1","LOC112937962"
"XM_015767875.2","LOC4328182"
"XM_015767273.2","LOC4328183"
"XR_001543699.2","LOC107280162"
"XR_003240760.1","LOC112937925"
"XM_015768699.2","LOC4328185"
"XM_015767258.2","LOC4328186"
"XM_015767259.2","LOC4328187"
"XM_015767664.2","LOC4328188"
"XM_015772126.2","LOC4328189"
"XM_015772127.2","LOC4328190"
"XM_015768327.2","LOC4328191"
"XM_015769584.2","LOC9271108"
"XR_001543901.2","LOC4328192"
"XR_001543902.2","LOC4328192"
"XM_015771896.2","LOC4328192"
"XM_015771897.2","LOC4328193"
"XR_001543186.2","LOC107280121"
"XR_001543185.2","LOC107280121"
"XM_015769626.2","LOC4328194"
"XM_015772151.2","LOC9267563"
"XM_015771786.2","LOC4328196"
"XM_015768011.2","LOC4328197"
"XM_015769931.2","LOC4328198"
"XM_015769930.2","LOC4328199"
"XM_015769928.2","LOC4328199"
"XM_015769932.2","LOC4328200"
"XM_015768828.1","LOC107276605"
"XM_015769933.2","LOC4328201"
"XM_015769935.2","LOC4328202"
"XR_001543796.1","LOC4328203"
"XR_001543794.2","LOC4328203"
"XR_001543793.2","LOC4328203"
"XR_003240763.1","LOC4328203"
"XR_003240761.1","LOC4328203"
"XR_001543795.2","LOC4328203"
"XR_003240762.1","LOC4328203"
"XM_015771359.2","LOC4328203"
"XM_015771354.2","LOC4328203"
"XM_015771356.2","LOC4328203"
"XM_015771355.2","LOC4328203"
"XM_015767204.2","LOC4328205"
"XR_001543776.2","LOC4328206"
"XM_015771339.2","LOC4328206"
"XM_015768829.1","LOC107275572"
"XR_003240519.1","LOC112937852"
"XM_026022803.1","LOC112937843"
"XM_015771582.2","LOC4328207"
"XM_015771225.2","LOC4328208"
"XM_015771226.2","LOC4328208"
"XM_015771224.2","LOC4328209"
"XM_015771223.2","LOC4328209"
"XM_026023152.1","LOC4328210"
"XM_015770954.2","LOC4328210"
"XM_015770955.2","LOC4328210"
"XM_015768171.2","LOC9269307"
"XM_015771473.2","LOC4328215"
"XM_015768554.2","LOC4328216"
"XM_015772222.2","LOC9271371"
"XR_003241077.1","LOC112938028"
"XR_003241078.1","LOC112938029"
"XR_003241079.1","LOC112938030"
"XM_015768540.2","LOC4328218"
"XM_015767409.2","LOC4328219"
"XM_015767331.2","LOC4328220"
"XM_015767332.2","LOC4328220"
"XM_015767828.2","LOC4328221"
"XM_026023059.1","LOC9272291"
"XM_015769525.2","LOC9272291"
"XM_015770972.2","LOC4328222"
"XR_001543667.2","LOC4328223"
"XM_015770963.2","LOC4328223"
"XM_015770962.2","LOC4328223"
"XM_015770966.2","LOC4328223"
"XM_015770964.2","LOC4328223"
"XM_015770967.2","LOC4328223"
"XM_015770965.2","LOC4328223"
"XM_015770968.2","LOC4328223"
"XM_015770971.2","LOC4328224"
"XM_015771307.2","LOC4328225"
"XM_015767455.2","LOC4328226"
"XM_015771287.2","LOC4328227"
"XM_026023153.1","LOC4328228"
"XM_015767121.2","LOC4328228"
"XM_015767120.2","LOC4328228"
"XM_015768185.2","LOC107277571"
"XM_015772225.2","LOC4328229"
"XM_015772224.2","LOC4328230"
"XR_001542929.2","LOC9269125"
"XR_003241038.1","LOC112938001"
"XR_001543005.2","LOC107279940"
"XR_001543753.1","LOC4328232"
"XM_015771284.2","LOC4328232"
"XM_015771283.2","LOC4328232"
"XM_015771280.2","LOC4328233"
"XM_026023154.1","LOC4328233"
"XR_001543348.2","LOC4328234"
"XM_015769873.2","LOC4328234"
"XM_015769875.2","LOC4328235"
"XM_015769876.2","LOC4328235"
"XM_015769877.2","LOC4328236"
"XR_003240764.1","LOC112937927"
"XM_015770396.2","LOC4328237"
"XM_015770002.2","LOC4328238"
"XR_001542989.2","LOC4328239"
"XM_015768520.2","LOC4328239"
"XM_015768047.2","LOC4328240"
"XM_015767614.2","LOC107278176"
"XM_026023157.1","LOC107278176"
